Lead_ID,Student_ID,Date_of_Enquiry,City,Source,Course_Type,Conversion_Status,Date_of_Joining,Fees_Quoted
L39759776,,2023-06-21,Meerut,Website,1-Year,Not Converted,,
L21897561,,15/10/2023,Kolkata,Walk-in,2-Year,Not Converted,,
L08503554,,03-10-2024,Nashik,Referral,1-Year,Not Converted,,
L02132563,,16/11/2024,Delhi,Walk-in,1year,Not Converted,,
L18940147,,2023-04-23,Nagpur,Agent,One-Year,Not Converted,,
L75532089,S3652190,2025-06-06,Meerut,School Seminar,1-Year,Converted,25/06/2025,177312.0
L27325266,S6254608,05-02-2023,Surat,Social Media,2-Year,Converted,2023-05-21,138260.0
L04483039,,2024-06-27,Vadodara,Social Media,1-Year,Not Converted,,
L32630100,,08-10-2023,Kolkata,Referral,2-Year,Not Converted,,
L80920356,S4890908,09-22-2024,Faridabad,Social Media,2year,Converted,11-20-2024,160618.0
L75028844,,2023-02-08,Mumbai,Walk-in,1-Year,Not Converted,,
L48613598,S2563085,05-11-2024,Srinagar,School Seminar,1-Year,Converted,2024-07-20,156350.0
L31960035,,18/02/2025,Kolkata,Walk-in,1-Year,Not Converted,,
L26532327,,08-21-2023,Ranchi,Agent,2-Year,Not Converted,,
L48484032,,2024-06-13,Surat,Social Media,1-Year,Not Converted,,
L39897468,S4239795,2023-05-29,Faridabad,Website,1 Yr,Converted,08-07-2023,122931.0
L86422154,S1696820,01/02/2024,Lucknow,School Seminar,1-Year,Converted,2024-04-19,122323.0
L87374993,,10-22-2024,Amritsar,Referral,1 Yr,Not Converted,,
L73250384,S0932766,09-29-2024,Hyderabad,Walk-in,2-Year,Converted,2024-10-17,157266.0
L88593881,S4509825,2025-06-22,Pune,Social Media,One-Year,Converted,08-10-2025,159987.0
L05883588,,10-29-2023,Bhopal,School Seminar,1-Year,Not Converted,,
L41149434,,26/12/2023,Bengaluru,Referral,2-Year,Not Converted,,
L27445713,S1279971,08-26-2023,Kolkata,Social Media,1 Yr,Converted,31/10/2023,181486.0
L52396756,,10-08-2024,Gurugram,Walk-in,2 Yr,Not Converted,,
L26534835,,2024-10-24,,Walk-in,1-Year,Not Converted,,
L59974214,S6588086,08-24-2023,Kanpur,Social Media,2 Yr,Converted,10-29-2023,181147.0
L50744454,,05/01/2025,Amritsar,Social Media,Two-Year,Not Converted,,
L72581241,S3405664,07-22-2023,Patna,Referral,2year,Converted,2023-08-25,162664.0
L77460979,S4213547,2023-09-13,Jaipur,Walk-in,2-Year,Converted,2023-10-05,136683.0
L15417496,S5187110,20/08/2024,Nashik,Website,2-Year,Converted,2024-10-06,144963.0
L12267016,,10-23-2024,Agra,Website,2-Year,Not Converted,,
L92378889,,2023-08-23,,Referral,Two-Year,Not Converted,,
L39229331,S3227782,12-11-2023,Jaipur,School Seminar,One-Year,Converted,2024-01-14,177272.0
L35375052,,06-17-2024,Agra,Referral,2 Yr,Not Converted,,
L70782583,S0844370,09/05/2025,Mumbai,Walk-in,2-Year,Converted,2025-07-01,122226.0
L57319675,S0632856,03-07-2025,Hyderabad,Social Media,2-Year,Converted,04-24-2025,136542.0
L01331839,,02-19-2025,Delhi,Referral,2 Yr,Not Converted,,
L49938489,,04-10-2024,,Walk-in,Two-Year,Not Converted,,
L56436079,,02-08-2025,Rajkot,Social Media,1-Year,Not Converted,,
L12049099,,2024-06-24,Rajkot,Walk-in,1-Year,Not Converted,,
L59997654,S2488192,2023-08-01,Bhopal,School Seminar,2-Year,Converted,2023-10-26,180709.0
L54952708,,2024-04-07,Lucknow,Referral,1-Year,Not Converted,,
L85718463,S2075058,2024-03-11,Chennai,Referral,2-Year,Converted,11/05/2024,117263.0
L34275540,,10-10-2023,Jaipur,Website,1-Year,Not Converted,,
L00536106,,15/07/2024,Kanpur,School Seminar,2-Year,Not Converted,,
L76074290,S8054079,29/08/2024,Meerut,Social Media,2-Year,Converted,2024-09-17,162998.0
L24180824,,07/04/2024,Patna,Social Media,2-Year,Not Converted,,
L83773464,,2024-02-11,Bengaluru,Walk-in,1 Yr,Not Converted,,
L28270572,,29/03/2023,Delhi,Walk-in,2 Yr,Not Converted,,
L59109549,S5633613,02-13-2023,Hyderabad,Social Media,1-Year,Converted,14/04/2023,118286.0
L62564783,,04-05-2024,Nagpur,Social Media,1-Year,Not Converted,,
L91142637,,05/10/2023,Amritsar,Website,1-Year,Not Converted,,
L64001468,S4543472,2024-11-13,Ludhiana,Walk-in,1year,Converted,28/12/2024,123363.0
L41635081,S5430281,02-25-2024,Rajkot,Agent,1 Yr,Converted,2024-02-26,156882.0
L73279402,,2024-12-01,Thane,School Seminar,1-Year,Not Converted,,
L61431939,S8328714,19/12/2023,Kanpur,Website,2 Yr,Converted,01/02/2024,181874.0
L63314264,S6815125,11-26-2024,Hyderabad,Social Media,2-Year,Converted,2025-02-13,118790.0
L21073938,,05-29-2024,Ranchi,School Seminar,1year,Not Converted,,
L99928851,,12-03-2024,Rajkot,Social Media,1-Year,Not Converted,,
L16556169,,09-21-2024,Pune,Walk-in,1 Yr,Not Converted,,
L99729474,S6109238,19/01/2023,Bhopal,Referral,2-Year,Converted,2023-04-12,158889.0
L82136338,,01-23-2023,Bhopal,Social Media,2-Year,Not Converted,,
L51934347,,02-17-2024,Ludhiana,Website,Two-Year,Not Converted,,
L38868657,S6122239,01-30-2023,Gurugram,Website,2-Year,Converted,15/04/2023,117592.0
L29661489,,2025-03-17,Vadodara,Social Media,2year,Not Converted,,
L67500644,,2023-04-18,Patna,Walk-in,1-Year,Not Converted,,
L18469812,,01-02-2024,Mumbai,Referral,1-Year,Not Converted,,
L10450772,,08/10/2023,Mumbai,Referral,One-Year,Not Converted,,
L89961291,S1204627,2023-05-08,Pune,School Seminar,1-Year,Converted,03/08/2023,182169.0
L48392935,,17/08/2023,Mumbai,Social Media,1-Year,Not Converted,,
L78651629,,2023-04-21,Faridabad,Website,One-Year,Not Converted,,
L69281568,,05-16-2023,Faridabad,Social Media,1 Yr,Not Converted,,
L96344677,,12-28-2023,Chennai,Walk-in,2 Yr,Not Converted,,
L03801497,S6996287,07-05-2023,Varanasi,Walk-in,2 Yr,Converted,2023-07-26,139436.0
L47407155,S3554893,2024-10-17,Chennai,Social Media,1-Year,Converted,20/12/2024,164044.0
L76484863,S7895068,06/08/2024,Lucknow,Social Media,1-Year,Converted,09-25-2024,162636.0
L44873609,,2023-05-09,Ahmedabad,School Seminar,1-Year,Not Converted,,
L12441704,S4667799,05-25-2025,Kanpur,School Seminar,1-Year,Converted,08-09-2025,136581.0
L98256325,,09-18-2023,Ahmedabad,Social Media,1-Year,Not Converted,,
L52876876,S9668389,05-29-2024,Bhopal,Referral,2-Year,Converted,2024-06-03,136685.0
L14631880,,2024-03-24,Nagpur,Social Media,1-Year,Not Converted,,
L20422860,S8154640,18/06/2025,,Social Media,2year,Converted,08-27-2025,181911.0
L94112426,,04-14-2023,Mumbai,Referral,1-Year,Not Converted,,
L51812330,,04-27-2024,Chennai,Social Media,1-Year,Not Converted,,
L02100733,,08-12-2023,Mumbai,School Seminar,1 Yr,Not Converted,,
L54892901,,11/04/2025,Ludhiana,Walk-in,1-Year,Not Converted,,
L88693051,S0937304,23/05/2025,Mumbai,Website,2-Year,Converted,23/07/2025,175895.0
L88128045,S8615763,2025-05-15,Varanasi,Walk-in,1year,Converted,25/07/2025,183032.0
L58878937,,05-05-2024,Bhopal,Website,2year,Not Converted,,
L73999681,,2024-04-17,Patna,Walk-in,One-Year,Not Converted,,
L68341942,S0560058,2023-01-10,Vadodara,Walk-in,1-Year,Converted,2023-01-24,158531.0
L96122847,,02-09-2024,Pune,Agent,1-Year,Not Converted,,
L18686872,S4001421,06-14-2025,Kolkata,Walk-in,1-Year,Converted,07-27-2025,139852.0
L18040013,S1813380,2023-10-29,Lucknow,Social Media,2 Yr,Converted,29/11/2023,175242.0
L53864483,S4746327,19/08/2023,Ghaziabad,Walk-in,2-Year,Converted,2023-08-26,144690.0
L66495751,,2024-12-31,Kolkata,Website,2-Year,Not Converted,,
L02778754,S8777687,03-07-2023,Hyderabad,School Seminar,1-Year,Converted,15/03/2023,119668.0
L55050786,S5012419,04-22-2023,,Walk-in,One-Year,Converted,2023-07-03,182636.0
L32545770,S4234619,2023-01-13,Delhi,Walk-in,2 Yr,Converted,02-06-2023,159003.0
L83459663,S8822676,28/01/2024,Rajkot,Agent,2-Year,Converted,2024-02-24,175598.0
L97514509,,2024-05-14,Rajkot,Social Media,One-Year,Not Converted,,
L71065692,S4279847,20/08/2024,Lucknow,Walk-in,2-Year,Converted,09/09/2024,143139.0
L11240577,S7629287,08-22-2023,Chennai,Social Media,2-Year,Converted,2023-11-06,140634.0
L05044875,,2024-08-24,Chennai,Walk-in,1-Year,Not Converted,,
L93632548,S6778654,10/11/2023,Nashik,Walk-in,1-Year,Converted,12-19-2023,157683.0
L24593543,S3632611,2024-07-19,Ludhiana,Social Media,1 Yr,Converted,2024-10-10,119931.0
L83414306,,12/01/2023,Rajkot,Social Media,2-Year,Not Converted,,
L78239006,,28/07/2023,Amritsar,Walk-in,1-Year,Not Converted,,
L45171594,,01-14-2023,Nashik,Social Media,2year,Not Converted,,
L72774260,S1249542,2024-09-24,Chennai,Social Media,1-Year,Converted,2024-10-25,140413.0
L45178124,,02-22-2024,Ahmedabad,School Seminar,2-Year,Not Converted,,
L18161383,,03-12-2024,Srinagar,Social Media,1 Yr,Not Converted,,
L00350976,,12/01/2024,Kolkata,Referral,1-Year,Not Converted,,
L55284454,S2689208,20/01/2023,Bengaluru,Website,2-Year,Converted,2023-01-26,177075.0
L30227257,S2815666,08-09-2024,Nashik,Social Media,2-Year,Converted,24/08/2024,164525.0
L00021399,,06-30-2025,Nagpur,Referral,2-Year,Not Converted,,
L49245949,,2025-01-24,Amritsar,Walk-in,2 Yr,Not Converted,,
L43541063,,04/01/2025,Agra,School Seminar,2year,Not Converted,,
L11760121,S1510899,11/03/2023,Bengaluru,Website,2year,Converted,17/03/2023,116057.0
L82374891,S2678784,2025-04-03,Gurugram,Website,1 Yr,Converted,04-10-2025,177109.0
L03502981,,30/07/2023,Ahmedabad,School Seminar,2-Year,Not Converted,,
L88004051,,04-11-2023,Surat,Social Media,One-Year,Not Converted,,
L15457465,S8739250,28/11/2024,Nagpur,Social Media,2-Year,Converted,02-22-2025,122283.0
L31013358,S1796150,2023-05-12,Mumbai,Referral,Two-Year,Converted,2023-07-16,122849.0
L83117252,S8115772,09-14-2024,Bhopal,Social Media,1year,Converted,19/11/2024,175732.0
L53724430,,16/01/2024,Hyderabad,Walk-in,1 Yr,Not Converted,,
L98890166,,12/05/2023,Nagpur,Walk-in,1-Year,Not Converted,,
L89762500,,20/01/2023,Surat,Social Media,1-Year,Not Converted,,
L29785788,,2025-06-24,Meerut,School Seminar,One-Year,Not Converted,,
L86783658,S3975446,2024-06-19,Rajkot,Social Media,1-Year,Converted,30/06/2024,121562.0
L74572920,,08-15-2023,Chennai,Referral,1 Yr,Not Converted,,
L07518863,,03/06/2023,Kanpur,Walk-in,2-Year,Not Converted,,
L93071645,,03-15-2025,Kanpur,Referral,2year,Not Converted,,
L03030778,,11/01/2025,Chennai,Referral,2-Year,Not Converted,,
L94284201,S7075022,2024-04-13,Rajkot,Social Media,2-Year,Converted,2024-07-02,161163.0
L83924913,,2025-04-01,Nashik,Referral,Two-Year,Not Converted,,
L95742289,,05-20-2025,Pune,School Seminar,One-Year,Not Converted,,
L26595092,,09/02/2024,Kanpur,Website,1-Year,Not Converted,,
L12792169,S8406238,21/07/2023,Hyderabad,Referral,1 Yr,Converted,2023-08-18,160378.0
L08017420,,07/02/2023,Ludhiana,Referral,1year,Not Converted,,
L60492600,,10/02/2025,Hyderabad,Walk-in,2 Yr,Not Converted,,
L54340333,S9129365,2023-07-07,,Website,2-Year,Converted,04/09/2023,117812.0
L20494583,S1355986,02-26-2023,Rajkot,Social Media,1 Yr,Converted,13/04/2023,137278.0
L65522006,,01-20-2023,Nagpur,Referral,2-Year,Not Converted,,
L41994474,,2023-09-30,Vadodara,School Seminar,2 Yr,Not Converted,,
L97245312,S9113873,2023-04-29,Amritsar,Walk-in,1 Yr,Converted,06-15-2023,138623.0
L90518457,,05/08/2024,Vadodara,Social Media,2-Year,Not Converted,,
L89209229,,05-30-2024,Pune,Walk-in,One-Year,Not Converted,,
L83542263,,2023-08-09,Kanpur,Social Media,2-Year,Not Converted,,
L54739294,S9192351,06-09-2024,Srinagar,Referral,1-Year,Converted,2024-06-12,155924.0
L68739873,,29/05/2024,Ludhiana,Referral,1 Yr,Not Converted,,
L65169231,S2824054,12-28-2024,Agra,Website,2-Year,Converted,02-24-2025,137569.0
L74829253,S7711066,10/01/2025,Srinagar,Referral,1-Year,Converted,03-12-2025,119578.0
L49247917,S9903629,2023-12-02,Ranchi,Social Media,2-Year,Converted,2024-02-01,158589.0
L53589268,,11-28-2024,Amritsar,Social Media,1-Year,Not Converted,,
L63407992,S9916565,02-24-2023,Bengaluru,Website,1-Year,Converted,2023-05-10,176258.0
L21793943,S9830006,05-14-2024,Patna,Social Media,One-Year,Converted,10/06/2024,162454.0
L51884181,S2135618,2025-06-18,Faridabad,Referral,2 Yr,Converted,18/07/2025,157060.0
L10656932,,06-06-2025,Meerut,Social Media,1-Year,Not Converted,,
L32564129,,04/02/2025,Ghaziabad,School Seminar,1-Year,Not Converted,,
L63085264,,2024-06-19,Pune,Referral,1-Year,Not Converted,,
L80539513,S3630558,11/06/2023,Rajkot,Referral,2-Year,Converted,08-09-2023,142015.0
L68009300,S1263872,10-31-2024,Faridabad,Referral,2-Year,Converted,11-21-2024,156802.0
L09867030,S5418581,2024-08-16,Bengaluru,Website,1 Yr,Converted,2024-10-22,143087.0
L05122765,,06-08-2023,Thane,Walk-in,Two-Year,Not Converted,,
L10207561,S0653342,07-07-2023,Pune,Walk-in,1-Year,Converted,2023-08-27,178004.0
L86350699,S1500373,03-01-2023,Surat,Website,1 Yr,Converted,16/04/2023,163986.0
L88419022,,2025-03-27,Delhi,Website,2 Yr,Not Converted,,
L16946649,S2747625,11-15-2023,Nagpur,Social Media,1 Yr,Converted,2024-02-08,124885.0
L33461095,S9920832,27/05/2025,Vadodara,Agent,2year,Converted,2025-07-29,139994.0
L80207324,S3019466,30/07/2023,Ludhiana,Social Media,2-Year,Converted,15/10/2023,178866.0
L06920121,S9848322,10/02/2024,Agra,Referral,1 Yr,Converted,02/05/2024,161039.0
L66419608,,10-25-2024,Varanasi,Website,1 Yr,Not Converted,,
L40225052,,2023-04-19,Kolkata,Social Media,2-Year,Not Converted,,
L13758644,S4823643,17/03/2023,Hyderabad,Social Media,1-Year,Converted,02/05/2023,139045.0
L13642858,S6178859,2024-06-25,Srinagar,Social Media,2-Year,Converted,08/08/2024,119158.0
L11167262,,10/11/2023,Chennai,Walk-in,2-Year,Not Converted,,
L98747558,,27/04/2023,,Referral,1-Year,Not Converted,,
L80720265,S4344737,2025-05-17,Srinagar,Walk-in,2 Yr,Converted,21/05/2025,181834.0
L34037566,,2024-12-04,Bhopal,Website,2-Year,Not Converted,,
L79614461,S1552720,2023-01-19,,Walk-in,1year,Converted,2023-04-03,180220.0
L30172321,,2024-03-07,Hyderabad,Social Media,1-Year,Not Converted,,
L48930132,,15/11/2024,Lucknow,Website,2-Year,Not Converted,,
L50636547,,01-09-2025,Ludhiana,Social Media,Two-Year,Not Converted,,
L79718983,,2023-12-16,Surat,Social Media,1-Year,Not Converted,,
L35617200,S4537751,2023-07-02,Amritsar,Social Media,2-Year,Converted,19/08/2023,121092.0
L69942513,,04-23-2023,Bengaluru,Walk-in,2-Year,Not Converted,,
L94413571,,07-02-2023,Patna,Social Media,1-Year,Not Converted,,
L27539096,,25/04/2024,Ghaziabad,Social Media,2-Year,Not Converted,,
L51261498,S1686242,26/05/2023,Agra,Social Media,2 Yr,Converted,07-10-2023,160586.0
L11865214,,10/04/2025,Ahmedabad,Social Media,2 Yr,Not Converted,,
L79723140,,2024-09-19,Kanpur,Walk-in,1-Year,Not Converted,,
L68514806,S6665270,23/04/2023,Srinagar,School Seminar,2 Yr,Converted,30/05/2023,117222.0
L16486317,S6542874,2025-02-01,Kolkata,School Seminar,1-Year,Converted,17/03/2025,176514.0
L33609801,S8910000,20/04/2024,Varanasi,Social Media,One-Year,Converted,23/05/2024,157883.0
L35214160,,2025-02-01,Vadodara,Social Media,2-Year,Not Converted,,
L49120750,,10-30-2023,Meerut,Agent,2-Year,Not Converted,,
L96686148,,04/04/2025,Faridabad,Social Media,1-Year,Not Converted,,
L59719068,S2869369,04-28-2023,Kolkata,Website,2 Yr,Converted,05-30-2023,179339.0
L72484357,,23/03/2025,Vadodara,Social Media,1-Year,Not Converted,,
L32822293,,10/06/2023,Srinagar,Website,2year,Not Converted,,
L42405275,S0740125,05/02/2024,Indore,Social Media,1-Year,Converted,03-11-2024,135102.0
L07041981,S4907008,17/07/2023,Gurugram,Referral,1 Yr,Converted,09-09-2023,138708.0
L01033068,S5765378,17/09/2023,Indore,Walk-in,1 Yr,Converted,12-14-2023,158392.0
L69477187,,10-21-2024,Chennai,Walk-in,One-Year,Not Converted,,
L36617505,S2331403,2025-01-21,Nagpur,Social Media,2 Yr,Converted,13/03/2025,137785.0
L59662979,S8538857,2023-02-16,Gurugram,Walk-in,2-Year,Converted,2023-04-17,158659.0
L83913813,S6017362,03/02/2024,Lucknow,Walk-in,2-Year,Converted,2024-02-20,119802.0
L70978368,,10/12/2024,Srinagar,Social Media,2 Yr,Not Converted,,
L47510045,S5903892,07-12-2024,Ranchi,Social Media,One-Year,Converted,2024-08-09,118525.0
L02298570,S8181626,19/03/2023,Surat,Referral,2 Yr,Converted,2023-05-20,139189.0
L74847839,S7941726,05-04-2023,Bengaluru,Social Media,2-Year,Converted,05-26-2023,141254.0
L19293627,,16/03/2023,Faridabad,Walk-in,1-Year,Not Converted,,
L51375445,S5044097,2025-05-20,Lucknow,Social Media,1-Year,Converted,2025-06-15,176150.0
L90679727,,17/05/2023,Rajkot,Referral,1-Year,Not Converted,,
L74942760,,08-24-2024,Indore,Social Media,1-Year,Not Converted,,
L35989590,,2024-02-04,Bhopal,Referral,1-Year,Not Converted,,
L78691727,,2025-04-16,Rajkot,Social Media,Two-Year,Not Converted,,
L53052471,S5840220,19/05/2024,Kanpur,Social Media,1-Year,Converted,06-07-2024,139136.0
L55562692,,14/05/2024,Indore,Social Media,1-Year,Not Converted,,
L97775748,S2752382,2024-07-26,Kanpur,Agent,One-Year,Converted,14/09/2024,158915.0
L81193307,S5496582,18/05/2023,Kanpur,Social Media,2 Yr,Converted,06-02-2023,138252.0
L82678681,,2023-02-19,Patna,Walk-in,Two-Year,Not Converted,,
L36985517,,2025-02-09,Varanasi,Social Media,1-Year,Not Converted,,
L22532780,,10/09/2024,Kanpur,Social Media,1-Year,Not Converted,,
L02569896,,09-16-2024,Patna,Referral,2-Year,Not Converted,,
L22496831,,05-11-2025,Agra,Referral,1 Yr,Not Converted,,
L94587169,,2023-09-11,Jaipur,Agent,2 Yr,Not Converted,,
L22789139,,09-21-2024,Jaipur,Website,2 Yr,Not Converted,,
L72592636,,12-10-2024,Amritsar,School Seminar,1-Year,Not Converted,,
L75087545,S6290250,28/04/2025,Faridabad,Walk-in,1-Year,Converted,06-12-2025,143935.0
L35263670,S8247113,26/05/2025,Vadodara,Referral,2-Year,Converted,08-12-2025,157511.0
L43896492,,16/07/2024,Agra,Referral,2 Yr,Not Converted,,
L96064909,S2920295,01-26-2025,Delhi,Website,1-Year,Converted,17/03/2025,177192.0
L61660525,S4748485,01/03/2024,Ludhiana,Walk-in,2-Year,Converted,03-17-2024,122383.0
L11730945,S7959704,2024-06-30,Bhopal,Walk-in,2-Year,Converted,21/08/2024,183298.0
L39377279,S1365978,10-29-2023,Patna,Social Media,1year,Converted,07/12/2023,117857.0
L96314363,,08-03-2024,Kanpur,Social Media,2-Year,Not Converted,,
L16150112,,15/12/2023,Bengaluru,Website,2-Year,Not Converted,,
L42730233,,2025-04-11,Pune,Social Media,2 Yr,Not Converted,,
L69090440,,02-18-2023,Gurugram,Referral,2 Yr,Not Converted,,
L43975771,,2023-03-15,Nagpur,Social Media,1 Yr,Not Converted,,
L15260647,,04/12/2024,Thane,School Seminar,2-Year,Not Converted,,
L78344911,,18/09/2023,Mumbai,Social Media,2-Year,Not Converted,,
L96663246,S3718557,22/12/2023,Mumbai,School Seminar,2 Yr,Converted,01-12-2024,181779.0
L20238331,S9462167,08-04-2024,Faridabad,Social Media,1-Year,Converted,03/09/2024,122856.0
L47444583,S6069852,24/08/2024,Patna,Website,2-Year,Converted,2024-11-20,121645.0
L72149562,,09-17-2023,Bhopal,Walk-in,2-Year,Not Converted,,
L80568436,,09-29-2024,Ahmedabad,Social Media,1-Year,Not Converted,,
L81985161,,2025-01-12,Meerut,Walk-in,2year,Not Converted,,
L53301706,,22/10/2023,Pune,Social Media,Two-Year,Not Converted,,
L90796105,S7259796,02/10/2024,Pune,Social Media,Two-Year,Converted,18/12/2024,135878.0
L23044111,S4699887,02/03/2025,Thane,Website,1-Year,Converted,05-22-2025,164306.0
L06678568,,09/11/2023,Jaipur,Referral,1-Year,Not Converted,,
L71976182,S5456445,09-03-2024,Ahmedabad,Referral,1 Yr,Converted,08/10/2024,116321.0
L41900585,,17/04/2025,Ludhiana,Social Media,2-Year,Not Converted,,
L64240254,,03-19-2025,Agra,Referral,2-Year,Not Converted,,
L58789011,,01/07/2023,Varanasi,Website,2-Year,Not Converted,,
L68700945,S5549760,2024-11-16,Nagpur,Referral,Two-Year,Converted,24/01/2025,184158.0
L02445372,,2025-04-07,Bengaluru,Agent,1-Year,Not Converted,,
L48460482,,12-30-2023,Jaipur,Website,Two-Year,Not Converted,,
L16991444,,07-07-2023,,Social Media,1 Yr,Not Converted,,
L24924862,,2024-07-22,Ghaziabad,Social Media,1-Year,Not Converted,,
L34704165,,2024-06-26,Nashik,Website,1 Yr,Not Converted,,
L49515717,S3333672,2024-08-18,Delhi,Referral,1 Yr,Converted,12/10/2024,143462.0
L14777240,,25/10/2024,Patna,Social Media,2-Year,Not Converted,,
L14690375,,01/07/2024,Mumbai,Social Media,1 Yr,Not Converted,,
L02694348,S9572678,2024-12-25,Vadodara,Walk-in,1year,Converted,2024-12-30,124603.0
L86151117,S2027025,12/02/2024,Amritsar,School Seminar,1-Year,Converted,2024-03-13,178124.0
L25396287,S5106497,05-25-2025,Gurugram,Social Media,2year,Converted,08-06-2025,143186.0
L06952049,,2024-09-09,Patna,Social Media,1 Yr,Not Converted,,
L10574811,S7902347,2024-02-18,Thane,Website,1-Year,Converted,14/05/2024,183552.0
L46708024,S2447506,08/12/2023,Gurugram,School Seminar,Two-Year,Converted,03-01-2024,176350.0
L53436620,,08-08-2023,Agra,Walk-in,2-Year,Not Converted,,
L09095060,,21/06/2025,Bengaluru,School Seminar,Two-Year,Not Converted,,
L15370032,S8668020,06-12-2023,Thane,Referral,2 Yr,Converted,08-19-2023,179918.0
L46926109,S3420539,2023-08-08,Ahmedabad,School Seminar,2-Year,Converted,18/10/2023,115993.0
L19497466,S7609965,09-27-2023,Thane,Referral,Two-Year,Converted,08/11/2023,144372.0
L68325389,,2024-09-23,Thane,Social Media,1 Yr,Not Converted,,
L72733667,S8443287,24/06/2025,Ghaziabad,Walk-in,1-Year,Converted,2025-07-29,121601.0
L61241722,,27/04/2025,Kanpur,Referral,1-Year,Not Converted,,
L97808147,,2024-02-04,Pune,Agent,2 Yr,Not Converted,,
L62447776,,01/07/2023,Bhopal,Social Media,1-Year,Not Converted,,
L45797053,S2200695,09-09-2024,Varanasi,Website,1 Yr,Converted,10-08-2024,179037.0
L78450327,,12-29-2024,Agra,Website,1-Year,Not Converted,,
L50265283,,2023-07-24,Surat,Social Media,2-Year,Not Converted,,
L42032355,S9778170,04/08/2024,Amritsar,School Seminar,1-Year,Converted,2024-08-07,120494.0
L41321450,S9260239,2024-07-09,Amritsar,Referral,1-Year,Converted,07-31-2024,142701.0
L16073605,,04-20-2025,Kolkata,Website,1 Yr,Not Converted,,
L44559321,,2025-03-23,Mumbai,Referral,2 Yr,Not Converted,,
L28452846,S9755606,16/08/2023,Faridabad,Walk-in,2 Yr,Converted,2023-10-29,182088.0
L66807818,,2024-11-26,Varanasi,Referral,1-Year,Not Converted,,
L23949082,,10/09/2024,Gurugram,Social Media,1-Year,Not Converted,,
